Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Days_To_Expiry,Quantity_Category
560,Fruits,41,2025-03-18,850,Grocery Store,North Stevenbury,Non-Vegetarian,Snacks,-152,Large
561,Pasta,47,2025-03-20,861,Grocery Store,Lake Kendramouth,Non-Vegetarian,Lunch,-150,Large
562,Dairy,3,2025-03-30,906,Supermarket,West Kevin,Vegan,Dinner,-140,Small
563,Pasta,37,2025-03-19,554,Restaurant,Brandyberg,Non-Vegetarian,Lunch,-151,Large
564,Fish,29,2025-03-28,518,Grocery Store,Anneville,Non-Vegetarian,Lunch,-142,Large
565,Pasta,36,2025-03-24,41,Catering Service,Bentleyburgh,Non-Vegetarian,Lunch,-146,Large
566,Fish,8,2025-03-17,328,Grocery Store,Port Rubenville,Vegan,Lunch,-153,Medium
567,Bread,3,2025-03-28,234,Catering Service,New Joel,Vegetarian,Breakfast,-142,Small
568,Fruits,11,2025-03-29,709,Restaurant,South Kathryn,Non-Vegetarian,Breakfast,-141,Medium
569,Fish,20,2025-03-25,68,Supermarket,North Elizabeth,Vegan,Lunch,-145,Medium
570,Vegetables,8,2025-03-16,659,Restaurant,East Lori,Non-Vegetarian,Breakfast,-154,Medium
571,Salad,39,2025-03-18,49,Supermarket,Lake Traceyburgh,Non-Vegetarian,Breakfast,-152,Large
572,Bread,46,2025-03-22,212,Supermarket,Port Markview,Vegetarian,Dinner,-148,Large
573,Fish,40,2025-03-30,111,Supermarket,South Davidside,Vegetarian,Snacks,-140,Large
574,Vegetables,17,2025-03-29,239,Grocery Store,South Bradleyburgh,Non-Vegetarian,Breakfast,-141,Medium
575,Pasta,15,2025-03-18,88,Restaurant,Salastown,Non-Vegetarian,Breakfast,-152,Medium
576,Salad,35,2025-03-24,786,Restaurant,Basstown,Non-Vegetarian,Lunch,-146,Large
577,Bread,30,2025-03-29,161,Supermarket,Perezport,Non-Vegetarian,Dinner,-141,Large
578,Salad,27,2025-03-29,285,Restaurant,West Corey,Vegan,Snacks,-141,Large
579,Dairy,44,2025-03-24,885,Restaurant,Lake Stephen,Vegetarian,Breakfast,-146,Large
580,Rice,21,2025-03-24,497,Catering Service,Chelseyfort,Non-Vegetarian,Snacks,-146,Large
581,Salad,8,2025-03-20,656,Restaurant,South Tiffanyfort,Vegetarian,Breakfast,-150,Medium
582,Soup,44,2025-03-20,501,Grocery Store,Jordanhaven,Vegetarian,Snacks,-150,Large
583,Vegetables,44,2025-03-23,938,Restaurant,Hollyhaven,Non-Vegetarian,Dinner,-147,Large
584,Salad,16,2025-03-30,590,Grocery Store,Richchester,Non-Vegetarian,Snacks,-140,Medium
585,Rice,3,2025-03-26,514,Supermarket,Maxwellburgh,Vegetarian,Breakfast,-144,Small
586,Vegetables,37,2025-03-18,54,Supermarket,Lake Rachael,Vegetarian,Breakfast,-152,Large
587,Fruits,22,2025-03-21,192,Catering Service,Leslieville,Non-Vegetarian,Dinner,-149,Large
588,Dairy,31,2025-03-27,709,Restaurant,South Kathryn,Non-Vegetarian,Breakfast,-143,Large
589,Rice,49,2025-03-20,20,Catering Service,East Samantha,Vegetarian,Dinner,-150,Large
590,Fruits,11,2025-03-28,56,Catering Service,Michaelview,Vegan,Snacks,-142,Medium
591,Fruits,19,2025-03-28,154,Supermarket,New John,Vegetarian,Breakfast,-142,Medium
592,Rice,13,2025-03-23,341,Grocery Store,Lake Ryanbury,Vegan,Lunch,-147,Medium
593,Soup,2,2025-03-23,515,Restaurant,Snyderton,Vegan,Lunch,-147,Small
594,Chicken,35,2025-03-28,140,Restaurant,Watsonstad,Non-Vegetarian,Breakfast,-142,Large
595,Salad,42,2025-03-19,358,Restaurant,South Crystalberg,Vegan,Lunch,-151,Large
596,Fish,44,2025-03-29,158,Catering Service,North Crystal,Non-Vegetarian,Lunch,-141,Large
597,Dairy,12,2025-03-20,563,Grocery Store,East Angela,Vegetarian,Lunch,-150,Medium
598,Rice,19,2025-03-27,981,Restaurant,West Stevenport,Non-Vegetarian,Lunch,-143,Medium
599,Fruits,19,2025-03-30,232,Supermarket,Muellermouth,Vegetarian,Lunch,-140,Medium
600,Rice,39,2025-03-24,505,Restaurant,Chelseaside,Non-Vegetarian,Snacks,-146,Large
601,Vegetables,9,2025-03-27,140,Restaurant,Watsonstad,Vegan,Snacks,-143,Medium
602,Chicken,15,2025-03-25,913,Grocery Store,Erikatown,Non-Vegetarian,Breakfast,-145,Medium
603,Rice,37,2025-03-28,858,Restaurant,Johnsonborough,Non-Vegetarian,Lunch,-142,Large
604,Pasta,47,2025-03-27,578,Catering Service,Port Carrie,Vegan,Breakfast,-143,Large
605,Vegetables,20,2025-03-23,429,Grocery Store,Lake Benjamin,Vegetarian,Dinner,-147,Medium
606,Pasta,36,2025-03-22,932,Supermarket,New Ginaborough,Vegetarian,Dinner,-148,Large
607,Vegetables,23,2025-03-20,556,Catering Service,Brittanyland,Vegetarian,Dinner,-150,Large
608,Vegetables,27,2025-03-28,17,Catering Service,West Dawn,Non-Vegetarian,Dinner,-142,Large
609,Bread,38,2025-03-23,541,Catering Service,West Karen,Vegetarian,Breakfast,-147,Large
610,Pasta,13,2025-03-30,477,Supermarket,East Jacobchester,Non-Vegetarian,Breakfast,-140,Medium
611,Vegetables,40,2025-03-30,993,Restaurant,East Stephanie,Vegetarian,Snacks,-140,Large
612,Vegetables,45,2025-03-17,874,Catering Service,Priceland,Non-Vegetarian,Lunch,-153,Large
613,Bread,42,2025-03-20,592,Restaurant,North Brendaborough,Vegetarian,Dinner,-150,Large
614,Salad,43,2025-03-16,146,Supermarket,Jonathanhaven,Vegan,Lunch,-154,Large
615,Salad,11,2025-03-23,104,Catering Service,Lake Theresa,Vegetarian,Breakfast,-147,Medium
616,Fish,35,2025-03-20,735,Restaurant,Westmouth,Non-Vegetarian,Dinner,-150,Large
617,Soup,27,2025-03-18,507,Grocery Store,Lake Diane,Vegetarian,Lunch,-152,Large
618,Soup,9,2025-03-18,929,Catering Service,Lake Richardhaven,Non-Vegetarian,Dinner,-152,Medium
619,Pasta,46,2025-03-29,725,Grocery Store,New Evanport,Vegan,Snacks,-141,Large
620,Chicken,7,2025-03-20,497,Catering Service,Chelseyfort,Vegetarian,Dinner,-150,Medium
621,Soup,23,2025-03-21,979,Restaurant,West Hunter,Non-Vegetarian,Lunch,-149,Large
622,Fish,17,2025-03-24,857,Supermarket,Jordanborough,Vegan,Snacks,-146,Medium
623,Salad,38,2025-03-29,37,Catering Service,New Amanda,Vegetarian,Breakfast,-141,Large
624,Fish,10,2025-03-16,475,Catering Service,Bentonfurt,Non-Vegetarian,Breakfast,-154,Medium
625,Rice,7,2025-03-22,632,Supermarket,Davidville,Vegan,Breakfast,-148,Medium
626,Salad,37,2025-03-29,274,Supermarket,New Dawnborough,Non-Vegetarian,Breakfast,-141,Large
627,Vegetables,26,2025-03-17,890,Restaurant,Pereztown,Non-Vegetarian,Breakfast,-153,Large
628,Fish,5,2025-03-16,758,Catering Service,Port Patrick,Non-Vegetarian,Snacks,-154,Medium
629,Bread,33,2025-03-20,694,Supermarket,Amandashire,Vegan,Breakfast,-150,Large
630,Bread,39,2025-03-25,478,Catering Service,Lake Regina,Vegan,Snacks,-145,Large
631,Pasta,49,2025-03-30,232,Supermarket,Muellermouth,Non-Vegetarian,Dinner,-140,Large
632,Fruits,45,2025-03-25,850,Grocery Store,North Stevenbury,Vegan,Breakfast,-145,Large
633,Salad,19,2025-03-28,922,Restaurant,Lake Michael,Vegan,Snacks,-142,Medium
634,Bread,40,2025-03-16,205,Grocery Store,Carlbury,Non-Vegetarian,Breakfast,-154,Large
635,Pasta,18,2025-03-26,251,Restaurant,East Terrancemouth,Vegetarian,Dinner,-144,Medium
636,Fish,11,2025-03-25,687,Catering Service,North James,Non-Vegetarian,Lunch,-145,Medium
637,Chicken,49,2025-03-30,873,Catering Service,East Sonyaport,Non-Vegetarian,Lunch,-140,Large
638,Rice,12,2025-03-21,421,Supermarket,Kylehaven,Non-Vegetarian,Dinner,-149,Medium
639,Salad,5,2025-03-20,60,Restaurant,Wilsonport,Non-Vegetarian,Lunch,-150,Medium
640,Pasta,2,2025-03-17,422,Catering Service,Smithfort,Non-Vegetarian,Breakfast,-153,Small
641,Bread,9,2025-03-30,692,Supermarket,South Andrewport,Vegan,Snacks,-140,Medium
642,Chicken,38,2025-03-29,365,Restaurant,West Robert,Non-Vegetarian,Dinner,-141,Large
643,Salad,8,2025-03-23,240,Catering Service,Andreaborough,Vegan,Dinner,-147,Medium
644,Bread,21,2025-03-18,42,Grocery Store,East Nicholasbury,Non-Vegetarian,Snacks,-152,Large
645,Soup,34,2025-03-21,643,Supermarket,North Ebony,Vegetarian,Breakfast,-149,Large
646,Fruits,44,2025-03-17,417,Restaurant,East Ashleyshire,Vegetarian,Breakfast,-153,Large
647,Rice,1,2025-03-18,184,Grocery Store,Velazquezview,Vegan,Snacks,-152,Small
648,Rice,42,2025-03-23,904,Grocery Store,West Miaside,Non-Vegetarian,Breakfast,-147,Large
649,Dairy,8,2025-03-30,806,Supermarket,West Samuelfurt,Vegetarian,Lunch,-140,Medium
650,Soup,40,2025-03-16,288,Supermarket,Maynardstad,Non-Vegetarian,Breakfast,-154,Large
651,Pasta,36,2025-03-16,72,Catering Service,Jasonstad,Non-Vegetarian,Snacks,-154,Large
652,Fruits,44,2025-03-23,634,Supermarket,Colemanton,Non-Vegetarian,Dinner,-147,Large
653,Soup,50,2025-03-25,573,Supermarket,New Thomasmouth,Non-Vegetarian,Breakfast,-145,Large
654,Bread,2,2025-03-26,765,Grocery Store,South Douglashaven,Vegetarian,Dinner,-144,Small
655,Salad,46,2025-03-27,491,Supermarket,Samanthabury,Non-Vegetarian,Snacks,-143,Large
656,Bread,26,2025-03-25,432,Restaurant,Carolchester,Vegetarian,Dinner,-145,Large
657,Rice,14,2025-03-28,239,Grocery Store,South Bradleyburgh,Vegan,Lunch,-142,Medium
658,Vegetables,4,2025-03-26,769,Catering Service,Carrport,Non-Vegetarian,Dinner,-144,Small
659,Salad,4,2025-03-27,707,Supermarket,Laurietown,Non-Vegetarian,Dinner,-143,Small
660,Salad,42,2025-03-17,138,Grocery Store,North Sherrimouth,Vegetarian,Snacks,-153,Large
661,Bread,12,2025-03-25,906,Supermarket,West Kevin,Vegan,Dinner,-145,Medium
662,Soup,47,2025-03-30,498,Grocery Store,East Craig,Vegan,Snacks,-140,Large
663,Dairy,42,2025-03-24,315,Restaurant,Lake Andrewmouth,Vegan,Snacks,-146,Large
664,Bread,34,2025-03-20,327,Restaurant,Villaborough,Non-Vegetarian,Breakfast,-150,Large
665,Pasta,7,2025-03-18,142,Catering Service,Mitchellmouth,Vegan,Dinner,-152,Medium
666,Vegetables,47,2025-03-21,835,Catering Service,Thorntonbury,Non-Vegetarian,Dinner,-149,Large
667,Soup,30,2025-03-21,961,Restaurant,New Amanda,Vegetarian,Lunch,-149,Large
668,Salad,48,2025-03-20,357,Supermarket,Donnaborough,Non-Vegetarian,Snacks,-150,Large
669,Vegetables,14,2025-03-27,164,Grocery Store,Sylviabury,Vegetarian,Dinner,-143,Medium
670,Salad,37,2025-03-24,289,Supermarket,Toddstad,Non-Vegetarian,Snacks,-146,Large
671,Salad,49,2025-03-24,498,Grocery Store,East Craig,Vegetarian,Breakfast,-146,Large
672,Bread,2,2025-03-24,555,Grocery Store,South Brenda,Vegetarian,Snacks,-146,Small
673,Rice,28,2025-03-20,677,Grocery Store,Williamsmouth,Vegan,Lunch,-150,Large
674,Vegetables,34,2025-03-17,518,Grocery Store,Anneville,Vegetarian,Lunch,-153,Large
675,Soup,25,2025-03-26,117,Restaurant,Amberton,Vegan,Dinner,-144,Large
676,Soup,15,2025-03-23,577,Catering Service,Lake Donna,Non-Vegetarian,Dinner,-147,Medium
677,Dairy,43,2025-03-16,672,Catering Service,North Mariahchester,Vegan,Breakfast,-154,Large
678,Pasta,8,2025-03-24,177,Supermarket,South Nicholasville,Vegetarian,Snacks,-146,Medium
679,Bread,24,2025-03-24,698,Grocery Store,Phillipsmouth,Non-Vegetarian,Snacks,-146,Large
680,Dairy,47,2025-03-23,499,Catering Service,Jonathanstad,Non-Vegetarian,Snacks,-147,Large
681,Bread,28,2025-03-27,616,Restaurant,Clarkberg,Non-Vegetarian,Breakfast,-143,Large
682,Pasta,30,2025-03-25,87,Grocery Store,West Adam,Vegetarian,Snacks,-145,Large
683,Soup,28,2025-03-18,726,Supermarket,Shortfurt,Vegetarian,Dinner,-152,Large
684,Rice,39,2025-03-29,221,Supermarket,Walterborough,Vegetarian,Snacks,-141,Large
685,Rice,39,2025-03-18,332,Restaurant,West Whitneymouth,Vegetarian,Dinner,-152,Large
686,Salad,15,2025-03-28,707,Supermarket,Laurietown,Vegetarian,Dinner,-142,Medium
687,Pasta,5,2025-03-29,326,Supermarket,Lake Alicia,Vegan,Lunch,-141,Medium
688,Salad,6,2025-03-22,536,Restaurant,South Donald,Vegan,Snacks,-148,Medium
689,Pasta,34,2025-03-21,350,Restaurant,Port Dustin,Vegetarian,Breakfast,-149,Large
690,Fruits,43,2025-03-16,779,Supermarket,New Bobbytown,Vegetarian,Breakfast,-154,Large
691,Rice,21,2025-03-28,65,Grocery Store,Lake Raymondton,Vegan,Dinner,-142,Large
692,Bread,8,2025-03-17,332,Restaurant,West Whitneymouth,Non-Vegetarian,Dinner,-153,Medium
693,Chicken,6,2025-03-24,563,Grocery Store,East Angela,Vegetarian,Dinner,-146,Medium
694,Bread,50,2025-03-22,995,Supermarket,Manningshire,Vegetarian,Dinner,-148,Large
695,Fruits,17,2025-03-23,176,Restaurant,East John,Vegetarian,Breakfast,-147,Medium
696,Rice,26,2025-03-24,752,Grocery Store,East Heatherport,Non-Vegetarian,Snacks,-146,Large
697,Chicken,42,2025-03-21,817,Restaurant,Walterton,Vegan,Breakfast,-149,Large
698,Rice,16,2025-03-22,872,Supermarket,Ramosville,Non-Vegetarian,Lunch,-148,Medium
699,Salad,32,2025-03-16,777,Catering Service,Wilsonview,Non-Vegetarian,Dinner,-154,Large
700,Dairy,10,2025-03-17,840,Restaurant,Cisnerostown,Vegan,Breakfast,-153,Medium
701,Salad,33,2025-03-19,192,Catering Service,Leslieville,Vegetarian,Lunch,-151,Large
702,Bread,6,2025-03-25,806,Supermarket,West Samuelfurt,Vegan,Snacks,-145,Medium
703,Salad,35,2025-03-29,784,Restaurant,Gibsonfort,Vegetarian,Breakfast,-141,Large
704,Chicken,43,2025-03-27,518,Grocery Store,Anneville,Non-Vegetarian,Lunch,-143,Large
705,Fruits,39,2025-03-30,199,Catering Service,Christinamouth,Non-Vegetarian,Breakfast,-140,Large
706,Dairy,45,2025-03-22,224,Restaurant,East Lindsayville,Non-Vegetarian,Dinner,-148,Large
707,Soup,29,2025-03-22,625,Grocery Store,East Lisa,Vegetarian,Dinner,-148,Large
708,Rice,17,2025-03-22,800,Catering Service,East Amyfurt,Vegan,Lunch,-148,Medium
709,Chicken,15,2025-03-20,127,Restaurant,Jasonland,Vegetarian,Breakfast,-150,Medium
710,Chicken,41,2025-03-22,970,Catering Service,Jeffreybury,Non-Vegetarian,Lunch,-148,Large
711,Pasta,25,2025-03-17,632,Supermarket,Davidville,Vegan,Breakfast,-153,Large
712,Pasta,31,2025-03-18,263,Grocery Store,Chambersfort,Non-Vegetarian,Dinner,-152,Large
713,Fish,7,2025-03-26,108,Supermarket,East Austin,Vegan,Snacks,-144,Medium
714,Pasta,5,2025-03-25,928,Catering Service,Zimmermanton,Vegetarian,Lunch,-145,Medium
715,Soup,21,2025-03-23,46,Grocery Store,South Lisaberg,Non-Vegetarian,Breakfast,-147,Large
716,Dairy,29,2025-03-21,237,Supermarket,Frederickside,Vegetarian,Snacks,-149,Large
717,Salad,40,2025-03-16,108,Supermarket,East Austin,Non-Vegetarian,Breakfast,-154,Large
718,Vegetables,45,2025-03-28,801,Catering Service,North Joseph,Non-Vegetarian,Dinner,-142,Large
719,Pasta,44,2025-03-20,701,Restaurant,Browntown,Vegan,Snacks,-150,Large
720,Dairy,1,2025-03-27,849,Supermarket,South Christopherborough,Vegan,Snacks,-143,Small
721,Vegetables,20,2025-03-22,342,Catering Service,Matthewbury,Non-Vegetarian,Breakfast,-148,Medium
722,Soup,43,2025-03-26,306,Catering Service,North Keith,Vegetarian,Dinner,-144,Large
723,Pasta,2,2025-03-25,762,Restaurant,West Lucasville,Vegetarian,Breakfast,-145,Small
724,Dairy,44,2025-03-18,459,Supermarket,Castilloport,Vegetarian,Lunch,-152,Large
725,Soup,47,2025-03-30,846,Supermarket,South Thomasville,Vegetarian,Breakfast,-140,Large
726,Soup,27,2025-03-22,719,Restaurant,East Cynthia,Vegetarian,Breakfast,-148,Large
727,Chicken,3,2025-03-18,285,Restaurant,West Corey,Vegetarian,Lunch,-152,Small
728,Dairy,28,2025-03-28,265,Catering Service,New Douglas,Vegetarian,Dinner,-142,Large
729,Rice,42,2025-03-30,253,Catering Service,Sharonton,Vegan,Lunch,-140,Large
730,Soup,15,2025-03-19,372,Restaurant,Lewisberg,Vegan,Lunch,-151,Medium
731,Fruits,42,2025-03-30,324,Grocery Store,East Elizabeth,Vegetarian,Snacks,-140,Large
732,Soup,29,2025-03-18,734,Catering Service,Port Anita,Vegan,Dinner,-152,Large
733,Pasta,31,2025-03-26,736,Supermarket,East Anthony,Vegetarian,Snacks,-144,Large
734,Vegetables,5,2025-03-27,125,Supermarket,Lake April,Non-Vegetarian,Lunch,-143,Medium
735,Fish,2,2025-03-19,459,Supermarket,Castilloport,Non-Vegetarian,Snacks,-151,Small
736,Fruits,33,2025-03-24,792,Catering Service,Mortonfort,Non-Vegetarian,Snacks,-146,Large
737,Fish,3,2025-03-16,930,Restaurant,Kellytown,Non-Vegetarian,Snacks,-154,Small
738,Fruits,5,2025-03-24,793,Grocery Store,West Brandon,Vegan,Snacks,-146,Medium
739,Chicken,2,2025-03-28,186,Grocery Store,Evansmouth,Vegan,Breakfast,-142,Small
740,Salad,6,2025-03-24,964,Catering Service,Connieside,Vegetarian,Lunch,-146,Medium
741,Fish,21,2025-03-16,776,Supermarket,Williamview,Vegan,Breakfast,-154,Large
742,Dairy,3,2025-03-30,483,Catering Service,Millerview,Vegetarian,Breakfast,-140,Small
743,Chicken,46,2025-03-29,308,Catering Service,Brittanyside,Vegan,Breakfast,-141,Large
744,Fish,13,2025-03-17,456,Grocery Store,North Katelyn,Non-Vegetarian,Snacks,-153,Medium
745,Fruits,34,2025-03-18,961,Restaurant,New Amanda,Vegan,Breakfast,-152,Large
746,Bread,31,2025-03-30,293,Catering Service,Joneshaven,Non-Vegetarian,Lunch,-140,Large
747,Dairy,39,2025-03-19,238,Grocery Store,North Julieburgh,Vegan,Lunch,-151,Large
748,Soup,17,2025-03-24,472,Restaurant,Rebeccaburgh,Vegetarian,Breakfast,-146,Medium
749,Salad,32,2025-03-27,140,Restaurant,Watsonstad,Non-Vegetarian,Lunch,-143,Large
750,Bread,17,2025-03-25,613,Grocery Store,Petersonburgh,Non-Vegetarian,Breakfast,-145,Medium
751,Chicken,18,2025-03-25,720,Restaurant,Francisshire,Vegan,Snacks,-145,Medium
752,Soup,12,2025-03-17,460,Grocery Store,Lake Justin,Vegan,Breakfast,-153,Medium
753,Fruits,19,2025-03-24,182,Grocery Store,Port Jeffrey,Vegetarian,Breakfast,-146,Medium
754,Dairy,37,2025-03-30,986,Supermarket,Port David,Non-Vegetarian,Dinner,-140,Large
755,Soup,4,2025-03-17,195,Supermarket,Justinhaven,Vegetarian,Dinner,-153,Small
756,Bread,5,2025-03-19,887,Supermarket,Strongmouth,Vegan,Snacks,-151,Medium
757,Dairy,42,2025-03-21,282,Supermarket,Port Gregton,Vegetarian,Dinner,-149,Large
758,Rice,4,2025-03-26,989,Grocery Store,North Lauren,Non-Vegetarian,Dinner,-144,Small
759,Chicken,36,2025-03-18,779,Supermarket,New Bobbytown,Non-Vegetarian,Snacks,-152,Large
760,Dairy,28,2025-03-26,710,Catering Service,Mikaylachester,Non-Vegetarian,Dinner,-144,Large
761,Dairy,46,2025-03-24,217,Supermarket,Mooremouth,Vegetarian,Snacks,-146,Large
762,Soup,4,2025-03-23,76,Restaurant,Port Amandamouth,Vegetarian,Snacks,-147,Small
763,Fish,33,2025-03-17,846,Supermarket,South Thomasville,Vegan,Snacks,-153,Large
764,Vegetables,21,2025-03-19,9,Supermarket,Tinamouth,Vegetarian,Breakfast,-151,Large
765,Soup,1,2025-03-28,161,Supermarket,Perezport,Vegan,Lunch,-142,Small
766,Chicken,17,2025-03-24,463,Grocery Store,East Edwinburgh,Vegetarian,Breakfast,-146,Medium
767,Salad,17,2025-03-27,952,Grocery Store,Samueltown,Vegan,Dinner,-143,Medium
768,Soup,39,2025-03-28,200,Supermarket,Bradleyport,Non-Vegetarian,Snacks,-142,Large
769,Chicken,27,2025-03-25,483,Catering Service,Millerview,Vegetarian,Lunch,-145,Large
770,Dairy,30,2025-03-30,770,Supermarket,East Melissa,Non-Vegetarian,Lunch,-140,Large
771,Chicken,9,2025-03-23,551,Restaurant,East Sandratown,Vegetarian,Dinner,-147,Medium
772,Salad,37,2025-03-23,609,Restaurant,South Christopherborough,Vegan,Lunch,-147,Large
773,Fish,40,2025-03-20,509,Grocery Store,Cordovaborough,Vegetarian,Dinner,-150,Large
774,Dairy,2,2025-03-16,788,Supermarket,New Michaelmouth,Vegan,Breakfast,-154,Small
775,Pasta,7,2025-03-17,204,Supermarket,Lake Lauraton,Vegetarian,Dinner,-153,Medium
776,Chicken,33,2025-03-24,249,Catering Service,Johnsonside,Vegetarian,Dinner,-146,Large
777,Fruits,5,2025-03-18,709,Restaurant,South Kathryn,Vegetarian,Dinner,-152,Medium
778,Dairy,7,2025-03-21,57,Grocery Store,Port Robin,Non-Vegetarian,Snacks,-149,Medium
779,Bread,43,2025-03-27,74,Catering Service,Belindaville,Vegan,Lunch,-143,Large
780,Dairy,48,2025-03-17,162,Restaurant,Penabury,Vegan,Snacks,-153,Large
781,Bread,45,2025-03-23,33,Restaurant,Janetborough,Vegan,Snacks,-147,Large
782,Rice,49,2025-03-28,566,Catering Service,New Rachel,Non-Vegetarian,Snacks,-142,Large
783,Rice,4,2025-03-20,455,Catering Service,Madisonfort,Vegetarian,Snacks,-150,Small
784,Bread,1,2025-03-26,335,Grocery Store,North Gary,Non-Vegetarian,Dinner,-144,Small
785,Bread,10,2025-03-16,678,Grocery Store,Lake Travis,Non-Vegetarian,Lunch,-154,Medium
786,Rice,4,2025-03-30,959,Grocery Store,North Victoriastad,Vegetarian,Dinner,-140,Small
787,Fish,48,2025-03-24,355,Restaurant,Port Patrick,Vegetarian,Dinner,-146,Large
788,Fish,26,2025-03-30,34,Grocery Store,North Garybury,Vegan,Dinner,-140,Large
789,Chicken,10,2025-03-26,673,Restaurant,New Connorfort,Vegan,Snacks,-144,Medium
790,Chicken,2,2025-03-21,332,Restaurant,West Whitneymouth,Vegan,Dinner,-149,Small
791,Soup,23,2025-03-29,152,Catering Service,South Jacobport,Vegetarian,Breakfast,-141,Large
792,Chicken,15,2025-03-17,308,Catering Service,Brittanyside,Vegan,Breakfast,-153,Medium
793,Fruits,5,2025-03-24,824,Supermarket,Lopezport,Vegan,Snacks,-146,Medium
794,Fruits,21,2025-03-27,380,Restaurant,Lake Christophermouth,Vegan,Snacks,-143,Large
795,Dairy,3,2025-03-19,911,Restaurant,Garciatown,Non-Vegetarian,Dinner,-151,Small
796,Pasta,8,2025-03-27,798,Grocery Store,North Amanda,Vegetarian,Lunch,-143,Medium
797,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegan,Breakfast,-143,Large
798,Fish,3,2025-03-30,413,Catering Service,North Mike,Vegetarian,Lunch,-140,Small
799,Chicken,5,2025-03-17,764,Restaurant,New Travisshire,Vegetarian,Breakfast,-153,Medium
800,Dairy,15,2025-03-20,193,Restaurant,North Lisaland,Vegan,Lunch,-150,Medium
801,Chicken,50,2025-03-18,609,Restaurant,South Christopherborough,Vegan,Lunch,-152,Large
802,Soup,25,2025-03-22,62,Grocery Store,Marymouth,Non-Vegetarian,Dinner,-148,Large
803,Chicken,13,2025-03-27,714,Catering Service,North William,Vegan,Snacks,-143,Medium
804,Fruits,47,2025-03-27,16,Catering Service,West Vanessafort,Vegan,Breakfast,-143,Large
805,Chicken,1,2025-03-22,235,Catering Service,Gutierrezshire,Non-Vegetarian,Dinner,-148,Small
806,Soup,12,2025-03-27,388,Supermarket,Manuelhaven,Vegetarian,Dinner,-143,Medium
807,Salad,35,2025-03-19,474,Catering Service,South Nicole,Vegetarian,Dinner,-151,Large
808,Dairy,7,2025-03-23,868,Grocery Store,Rodriguezview,Vegetarian,Dinner,-147,Medium
809,Dairy,48,2025-03-29,292,Supermarket,Mooneybury,Vegan,Breakfast,-141,Large
810,Bread,34,2025-03-16,993,Restaurant,East Stephanie,Vegan,Snacks,-154,Large
811,Salad,19,2025-03-27,513,Catering Service,West Larry,Non-Vegetarian,Dinner,-143,Medium
812,Bread,49,2025-03-19,471,Grocery Store,Charlesmouth,Non-Vegetarian,Lunch,-151,Large
813,Fish,33,2025-03-23,610,Supermarket,Allenton,Vegetarian,Breakfast,-147,Large
814,Bread,18,2025-03-17,287,Catering Service,Jefferyside,Vegan,Snacks,-153,Medium
815,Pasta,50,2025-03-22,157,Restaurant,Bairdfort,Vegan,Snacks,-148,Large
816,Fruits,2,2025-03-17,965,Restaurant,Port Bryce,Vegetarian,Lunch,-153,Small
817,Rice,23,2025-03-28,363,Catering Service,East Brittanyland,Vegetarian,Snacks,-142,Large
818,Fish,50,2025-03-29,248,Restaurant,South Michellechester,Vegetarian,Dinner,-141,Large
819,Bread,35,2025-03-28,304,Catering Service,Port Marcland,Non-Vegetarian,Breakfast,-142,Large
820,Fruits,46,2025-03-27,753,Supermarket,South Randy,Non-Vegetarian,Lunch,-143,Large
821,Chicken,9,2025-03-24,167,Catering Service,Davidport,Non-Vegetarian,Lunch,-146,Medium
822,Dairy,27,2025-03-25,237,Supermarket,Frederickside,Vegan,Lunch,-145,Large
823,Chicken,27,2025-03-21,587,Restaurant,Lake George,Vegan,Lunch,-149,Large
824,Bread,12,2025-03-27,993,Restaurant,East Stephanie,Vegetarian,Dinner,-143,Medium
825,Salad,25,2025-03-25,995,Supermarket,Manningshire,Vegetarian,Breakfast,-145,Large
826,Bread,39,2025-03-17,50,Catering Service,West Danielborough,Vegan,Snacks,-153,Large
827,Salad,3,2025-03-23,907,Supermarket,South Marthahaven,Vegan,Snacks,-147,Small
828,Vegetables,21,2025-03-24,636,Grocery Store,West Omarside,Non-Vegetarian,Breakfast,-146,Large
829,Dairy,44,2025-03-18,262,Supermarket,New Carol,Vegan,Dinner,-152,Large
830,Vegetables,3,2025-03-25,847,Supermarket,Williamsonmouth,Vegetarian,Snacks,-145,Small
831,Pasta,24,2025-03-22,330,Restaurant,Jamesport,Non-Vegetarian,Breakfast,-148,Large
832,Fish,19,2025-03-16,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast,-154,Medium
833,Fruits,44,2025-03-17,146,Supermarket,Jonathanhaven,Non-Vegetarian,Dinner,-153,Large
834,Pasta,43,2025-03-18,531,Catering Service,North Kylestad,Vegetarian,Dinner,-152,Large
835,Vegetables,17,2025-03-29,752,Grocery Store,East Heatherport,Vegetarian,Lunch,-141,Medium
836,Salad,49,2025-03-16,685,Supermarket,Maysside,Vegan,Breakfast,-154,Large
837,Soup,50,2025-03-24,642,Catering Service,Lesterstad,Vegan,Snacks,-146,Large
838,Bread,38,2025-03-29,770,Supermarket,East Melissa,Vegetarian,Lunch,-141,Large
839,Chicken,6,2025-03-17,72,Catering Service,Jasonstad,Vegan,Lunch,-153,Medium
